subject,relation,object,subject_label,object_label,sentence,source_url
depression,hasTreatment*,therapy,DISEASE,TREATMENT,Cognitive behavioral therapy and occupational programs (including modification of work activities and assistance) have been shown to be effective in reducing sick days taken by workers with depression.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,Psychotherapy,DISEASE,TREATMENT,"In a meta-analysis of three controlled trials of Short Psychodynamic Supportive Psychotherapy, this modification was found to be as effective as medication for mild to moderate depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,psychotherapy,DISEASE,TREATMENT,"Telehealth  The remote provision of psychotherapy, through media such as telephone and video, can make treatment for depression more available and accessible.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,Antidepressants,DISEASE,MEDICATION,"Antidepressants  Conflicting results have arisen from studies that look at the effectiveness of antidepressants in people with acute, mild to moderate depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,antidepressants,DISEASE,MEDICATION,"Antidepressants  Conflicting results have arisen from studies that look at the effectiveness of antidepressants in people with acute, mild to moderate depression.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,escitalopram,DISEASE,MEDICATION,"A review commissioned by the National Institute for Health and Care Excellence (UK) concluded that there is strong evidence that SSRIs, such as escitalopram, paroxetine, and sertraline, have greater efficacy than placebo on achieving a 50% reduction in depression scores in moderate and severe major ",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,paroxetine,DISEASE,MEDICATION,"A review commissioned by the National Institute for Health and Care Excellence (UK) concluded that there is strong evidence that SSRIs, such as escitalopram, paroxetine, and sertraline, have greater efficacy than placebo on achieving a 50% reduction in depression scores in moderate and severe major ",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,sertraline,DISEASE,MEDICATION,"A review commissioned by the National Institute for Health and Care Excellence (UK) concluded that there is strong evidence that SSRIs, such as escitalopram, paroxetine, and sertraline, have greater efficacy than placebo on achieving a 50% reduction in depression scores in moderate and severe major ",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,escitalopram,DISEASE,MEDICATION,"A review commissioned by the National Institute for Health and Care Excellence (UK) concluded that there is strong evidence that SSRIs, such as escitalopram, paroxetine, and sertraline, have greater efficacy than placebo on achieving a 50% reduction in depression scores in moderate and severe major ",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,paroxetine,DISEASE,MEDICATION,"A review commissioned by the National Institute for Health and Care Excellence (UK) concluded that there is strong evidence that SSRIs, such as escitalopram, paroxetine, and sertraline, have greater efficacy than placebo on achieving a 50% reduction in depression scores in moderate and severe major ",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,sertraline,DISEASE,MEDICATION,"A review commissioned by the National Institute for Health and Care Excellence (UK) concluded that there is strong evidence that SSRIs, such as escitalopram, paroxetine, and sertraline, have greater efficacy than placebo on achieving a 50% reduction in depression scores in moderate and severe major ",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,escitalopram,DISEASE,MEDICATION,"A review commissioned by the National Institute for Health and Care Excellence (UK) concluded that there is strong evidence that SSRIs, such as escitalopram, paroxetine, and sertraline, have greater efficacy than placebo on achieving a 50% reduction in depression scores in moderate and severe major ",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,paroxetine,DISEASE,MEDICATION,"A review commissioned by the National Institute for Health and Care Excellence (UK) concluded that there is strong evidence that SSRIs, such as escitalopram, paroxetine, and sertraline, have greater efficacy than placebo on achieving a 50% reduction in depression scores in moderate and severe major ",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,sertraline,DISEASE,MEDICATION,"A review commissioned by the National Institute for Health and Care Excellence (UK) concluded that there is strong evidence that SSRIs, such as escitalopram, paroxetine, and sertraline, have greater efficacy than placebo on achieving a 50% reduction in depression scores in moderate and severe major ",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,Antidepressants,DISEASE,MEDICATION,Antidepressants work less well for the elderly than for younger individuals with depression.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,antidepressants,DISEASE,MEDICATION,"It is more effective than placebo and as effective as standard antidepressants, including SSRIs, for mild to moderate depression, with some evidence suggesting fewer adverse effects and lower discontinuation rates.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,Electroconvulsive,DISEASE,TREATMENT,"Electroconvulsive therapy, ketamine, esketamine, and psilocybin are the most effective and safe first-line treatments for treatment-resistant depression, with esketamine and psilocybin showing slightly lower tolerability.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,therapy,DISEASE,TREATMENT,"Electroconvulsive therapy, ketamine, esketamine, and psilocybin are the most effective and safe first-line treatments for treatment-resistant depression, with esketamine and psilocybin showing slightly lower tolerability.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,antidepressant,DISEASE,MEDICATION,A nasal spray form of esketamine was approved in the US by the FDA in March 2019 for use in treatment-resistant depression when combined with an oral antidepressant.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,statins,DISEASE,MEDICATION,"With this, statins have been shown to be effective in preventing depression in some cases too.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasMedication*,antidepressants,DISEASE,MEDICATION,Low-dose thyroid hormone may be added to existing antidepressants to treat persistent depression symptoms.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,Electroconvulsive,DISEASE,TREATMENT,Electroconvulsive therapy Electroconvulsive therapy (ECT) is a standard psychiatric treatment in which seizures are electrically induced in a person with depression to provide relief from psychiatric illnesses.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,therapy,DISEASE,TREATMENT,Electroconvulsive therapy Electroconvulsive therapy (ECT) is a standard psychiatric treatment in which seizures are electrically induced in a person with depression to provide relief from psychiatric illnesses.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,Electroconvulsive,DISEASE,TREATMENT,Electroconvulsive therapy Electroconvulsive therapy (ECT) is a standard psychiatric treatment in which seizures are electrically induced in a person with depression to provide relief from psychiatric illnesses.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,therapy,DISEASE,TREATMENT,Electroconvulsive therapy Electroconvulsive therapy (ECT) is a standard psychiatric treatment in which seizures are electrically induced in a person with depression to provide relief from psychiatric illnesses.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasTreatment*,ECT,DISEASE,TREATMENT,Electroconvulsive therapy Electroconvulsive therapy (ECT) is a standard psychiatric treatment in which seizures are electrically induced in a person with depression to provide relief from psychiatric illnesses.,https://en.wikipedia.org/wiki/Major_depressive_disorder
major,hasTreatment*,ECT,DISEASE,TREATMENT,ECT is used with informed consent as a last line of intervention for major depressive disorder.,https://en.wikipedia.org/wiki/Major_depressive_disorder
depressive,hasTreatment*,ECT,DISEASE,TREATMENT,ECT is used with informed consent as a last line of intervention for major depressive disorder.,https://en.wikipedia.org/wiki/Major_depressive_disorder
disorder,hasTreatment*,ECT,DISEASE,TREATMENT,ECT is used with informed consent as a last line of intervention for major depressive disorder.,https://en.wikipedia.org/wiki/Major_depressive_disorder
major,hasTreatment*,ECT,DISEASE,TREATMENT,"A round of ECT is effective for about 50% of people with treatment-resistant major depressive disorder, whether it is unipolar or bipolar.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depressive,hasTreatment*,ECT,DISEASE,TREATMENT,"A round of ECT is effective for about 50% of people with treatment-resistant major depressive disorder, whether it is unipolar or bipolar.",https://en.wikipedia.org/wiki/Major_depressive_disorder
disorder,hasTreatment*,ECT,DISEASE,TREATMENT,"A round of ECT is effective for about 50% of people with treatment-resistant major depressive disorder, whether it is unipolar or bipolar.",https://en.wikipedia.org/wiki/Major_depressive_disorder
depression,hasSymptom*,anxiety,DISEASE,SYMPTOM,"The 1990–92 National Comorbidity Survey (US) reported that half of those with major depression also have lifetime anxiety and its associated disorders, such as generalized anxiety disorder.",https://en.wikipedia.org/wiki/Major_depressive_disorder
